Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133019595,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133297838,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,2025 Off Exchange Certified Dental Forms & Rates,Closed - APPR Approved,GARD-134100580,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134265841,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133788393,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134246441,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133791700,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134184023,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133659479,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132937916,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134281125,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132921369,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132913039,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133294572,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H21.000 Health - Other,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133790880,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134235602,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO NYOOS,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134704990,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO NYOOS,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134627331,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO NYOOS,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134616119,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO NYOOS,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134659039,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental - PPO PY2024,H10G.000 Health - Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133833958,39
The Guardian Life Insurance Company of America,64246,(GP) HCR - Group Dental- PPO,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-132991352,39
The Guardian Life Insurance Company of America,64246,(GP) HCR -Group Dental Indemnity,H10G.001 Health - Pediatric Dental,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133782569,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134597102,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134529077,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134601795,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134634607,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134504263,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134516795,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134533802,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134599744,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134583388,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134632938,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134502383,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134638579,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134573095,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134409765,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134636934,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134511696,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134642830,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134610545,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134659723,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134463262,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134430601,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134607305,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134542698,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134559538,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134023045,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133989175,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133972528,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134087066,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133988452,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133991546,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134040362,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133993954,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133993426,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134025547,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134045639,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133996452,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134094594,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133978843,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133965001,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133999184,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133999164,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133966140,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133985871,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134002168,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133985203,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134066795,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134066642,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133984676,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133951616,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133971759,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134004504,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134069589,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-134036437,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133986942,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatory Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133953692,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatoy Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133959450,39
The Guardian Life Insurance Company of America,64246,(GP) Hospital Indemnity Amendatoy Rider and Revised Schedule of Benefits,H14G.000 Health - Hospital Indemnity,Out-of-State,Closed - FI-OS Filed for Out-of-State Use,GARD-133962531,39
